Date,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU
2002-01-11,23.129246,17.213528,19.001358,11.680227,21.519014000000002,19.618265,14.903463,20.314249,15.642147
2002-01-14,22.957371,17.351076000000003,18.770805,11.591234,21.362801,19.396669,14.412513,19.998607999999997,15.788281
2002-01-15,23.104685,17.3717,19.075723999999997,11.84486,21.628366,19.418837,14.482656,20.128107,15.7939
2002-01-16,22.71184,17.206654,18.681566,11.698025,21.097227,18.761438000000002,14.139,19.634399,15.726457
2002-01-17,22.981918,17.364822,18.674132999999998,11.809262,21.230009,18.835312,14.202119,20.120007,15.569087
2002-01-18,22.916443,17.296059,18.517951999999998,11.764766999999999,21.065983,18.968262,14.075875,19.448265,15.540973999999999
2002-01-22,23.063766,17.488619,18.384083,11.724716,21.011311,19.079056,14.181076000000001,18.752234,15.203741
2002-01-23,23.563017000000002,17.550507999999997,18.904675,11.778113000000001,20.933201,18.983036,14.412513,19.035501,15.428566
2002-01-24,23.571198000000003,17.296059,19.164967,11.791463,21.105034,19.152924,14.707082000000002,19.318770999999998,15.39484
2002-01-25,23.325668,17.261675,19.373201,11.86711,21.128470999999998,19.418837,15.141919,19.245928,15.299289000000002
2002-01-28,23.726710999999998,17.261675,19.075723999999997,11.746972,21.167524,19.404062,15.127889000000001,19.383512,15.299289000000002
2002-01-29,23.227449,17.048477,18.555141,11.235263,20.769169,18.665422,14.931515,18.695589000000002,15.102571
2002-01-30,23.816732000000002,17.254789000000002,18.703875,11.37765,20.68325,18.872242,15.050739000000002,18.938382999999998,15.085707999999999
2002-01-31,24.176849,17.351076000000003,19.150093,11.568988000000001,20.894148,19.167688000000002,15.373349,19.213556,15.186876000000002
2002-02-01,23.931314,17.364822,19.254215,11.426598,20.855091,19.019964,15.303228,18.857441,15.220609
2002-02-04,23.530273,17.179146,18.741058,11.012781,20.456739000000002,18.177916,15.162951999999999,18.323286,15.063222
2002-02-05,23.505717999999998,17.378582,18.614634,11.012781,20.566082,17.926785,14.966579999999999,18.040024,14.860888000000001
2002-02-06,23.317478,17.296059,18.741058,10.857047,20.456739000000002,18.059734,15.008657000000001,17.934809,14.562988
2002-02-07,23.039210999999998,17.110376000000002,18.525391,10.959389,20.855091,18.273941,14.973594,17.667727,14.770954000000001
2002-02-08,23.243824,17.151626999999998,18.733629,11.248615,21.284686999999998,18.384735,15.275172,18.007647,14.849639000000002
2002-02-11,23.939497,17.426725,18.979052,11.346507,21.479951999999997,18.783602,15.68896,18.412317,14.950809
2002-02-12,23.734886,17.419842000000003,18.889803,11.217463,21.284686999999998,18.621098,15.583754,18.112864000000002,14.950809
